,city,date,product,prodcode,quantity,weight_lb,price_usd
153,Atlanta,Jan 1,Strawberries,4323,448,18.508594250632452,2.1758007815340537
154,Atlanta,Jan 1,Tomato,4796,461,7.7906300332862894,3.2904197459691207
155,Atlanta,Jan 1,Avocado,4225,425,16.653570619877428,0.6746742789517157
156,Atlanta,Jan 1,Onion,4159,161,12.020239382283764,3.272699479258154
157,Atlanta,Jan 1,Eggplant,4081,392,3.5121123618446295,2.599592350609601
158,Atlanta,Jan 1,Apricot,3302,404,2.945427044993267,1.7510613938909956
159,Atlanta,Jan 1,Banana,4011,364,6.904184465901927,0.9707680090912618
160,Atlanta,Jan 1,Lychee,4309,464,6.524242982501165,1.7843792325700634
161,Atlanta,Jan 1,Apricot,3302,256,10.563248243136332,1.0623929596156814
162,Atlanta,Jan 1,Cucumber,4062,483,13.085082334978507,1.723008601879701
163,Atlanta,Jan 1,Eggplant,4081,283,16.33200457254425,2.8071446329820904
164,Atlanta,Jan 1,Lemon,4958,178,6.9518833518028265,0.6885420141159557
165,Atlanta,Jan 1,Blueberries,4240,336,19.934503859933468,1.444800917012617
166,Atlanta,Jan 1,Eggplant,4081,162,11.755951003637167,2.866632806148846
167,Atlanta,Jan 1,Avocado,4225,308,7.404370637563989,0.6605494305957109
168,Atlanta,Jan 1,Peach,4404,265,8.534391454560684,2.727650643337984
169,Atlanta,Jan 1,Avocado,4225,431,15.35317908981815,3.1944782031467187
170,Atlanta,Jan 1,Apple (Gala),4134,325,16.615416955621914,2.3675313405808995
171,Atlanta,Jan 1,Peach,4404,283,13.514431828400122,0.5739729025634006
172,Atlanta,Jan 1,Strawberries,4323,177,19.598162511363626,1.8309203666984104
173,Atlanta,Jan 1,Onion,4159,289,10.302224920876325,2.5206880839075896
174,Atlanta,Jan 1,Cucumber,4062,193,6.26683663376607,0.627500801999122
175,Atlanta,Jan 1,Cucumber,4062,225,11.522244259808213,2.875077036453877
176,Atlanta,Jan 1,Avocado,4225,447,9.71227395203896,2.602642374823336
177,Atlanta,Jan 1,Apricot,3302,278,7.101786254858599,1.276084601948969
178,Atlanta,Jan 1,Apricot,3302,274,20.515644010622054,2.601262609602418
179,Atlanta,Jan 1,Grapes,4272,289,11.430259190360085,2.3968517962028275
180,Atlanta,Jan 1,Eggplant,4081,434,2.4760453301481906,1.0231450167600997
181,Atlanta,Jan 1,Lemon,4958,104,20.87584981475957,2.3917202878626997
182,Atlanta,Jan 1,Cucumber,4062,223,9.616003977833316,3.1084735866286795
183,Atlanta,Jan 1,Apple (Gala),4134,134,2.359222402982414,2.8901805855683054
184,Atlanta,Jan 1,Apple (Fuji),4131,430,21.614385167183357,2.697951396822464
185,Atlanta,Jan 1,Banana,4011,288,9.67529310672544,2.4360664109815846
186,Atlanta,Jan 1,Peach,4404,313,21.72017758479342,2.1762650580611083
0,Atlanta,Jan 10,Avocado,4225,121,21.20731691941619,1.3214287873823196
1,Atlanta,Jan 10,Blueberries,4240,128,15.611562846833841,2.4915789368213157
2,Atlanta,Jan 10,Kiwi,4030,127,8.437705432856456,3.2110874018515463
3,Atlanta,Jan 10,Apple (Gala),4134,443,6.234007780952379,1.317248398915399
4,Atlanta,Jan 10,Grapes,4272,239,8.749007533816622,1.781147019949276
5,Atlanta,Jan 10,Corn,4078,339,15.749289030581714,1.7157944697071799
6,Atlanta,Jan 10,Corn,4078,293,16.621756161749364,1.6181739773135633
7,Atlanta,Jan 10,Lychee,4309,468,7.4019314111210415,1.8462901466526092
8,Atlanta,Jan 10,Tomato,4796,379,18.971511485939846,2.4029287534183825
9,Atlanta,Jan 10,Grapes,4272,348,8.862613773206249,1.1459238231298514
10,Atlanta,Jan 10,Strawberries,4323,361,2.708599728252739,1.4628159757237882
11,Atlanta,Jan 10,Strawberries,4323,348,16.147090955311434,1.1817367554875091
12,Atlanta,Jan 10,Kiwi,4030,242,4.277246655942872,1.2800935312523507
13,Atlanta,Jan 10,Strawberries,4323,207,21.051408702088523,2.133125156874303
14,Atlanta,Jan 10,Avocado,4225,164,17.97430037613958,2.776709281734657
15,Atlanta,Jan 10,Lemon,4958,449,15.83422912801616,0.8189454357023351
16,Atlanta,Jan 10,Eggplant,4081,277,6.9066590421833105,1.578738818538841
17,Atlanta,Jan 10,Apple (Gala),4134,332,7.238379773171619,1.069155528745614
18,Atlanta,Jan 10,Corn,4078,172,12.984956001350657,2.822435558086727
19,Atlanta,Jan 10,Peach,4404,468,12.509709527948873,1.280312740255613
20,Atlanta,Jan 10,Mushroom,4650,146,19.652919268189,2.6140781547408554
21,Atlanta,Jan 10,Banana,4011,312,20.852114883065227,2.4146094331052157
22,Atlanta,Jan 10,Mushroom,4650,170,20.073549674171957,1.1851969688548707
23,Atlanta,Jan 10,Onion,4159,391,18.854241338139403,1.8328730307519436
24,Atlanta,Jan 10,Lemon,4958,452,9.966779668582603,3.2645498731988485
25,Atlanta,Jan 10,Orange,4012,386,5.257082199910656,2.386002984084189
26,Atlanta,Jan 10,Grapes,4272,404,20.241933673759924,1.0232105146395043
27,Atlanta,Jan 10,Grapes,4272,423,8.702049948042259,1.125872169341892
28,Atlanta,Jan 10,Banana,4011,399,20.23646278376691,1.3694340704358183
29,Atlanta,Jan 10,Pear,4412,206,13.507494394946844,3.08942507901229
30,Atlanta,Jan 10,Lemon,4958,116,12.622655230620877,3.224086783488747
31,Atlanta,Jan 10,Apple (Fuji),4131,392,17.384705768525603,0.582296487945132
32,Atlanta,Jan 10,Lemon,4958,272,15.95249951304868,1.3151087795384229
33,Atlanta,Jan 10,Lemon,4958,491,16.842611399898306,1.1155975372646936
34,Atlanta,Jan 10,Lychee,4309,364,13.722733190096916,2.86521087436704
35,Atlanta,Jan 10,Strawberries,4323,400,11.464808134594934,2.545955350575969
36,Atlanta,Jan 10,Avocado,4225,120,10.83523153201677,1.6658167506218888
37,Atlanta,Jan 10,Eggplant,4081,392,7.734694515168668,1.0170688912738115
38,Atlanta,Jan 10,Grapes,4272,443,21.18060427554883,2.003459436888807
39,Atlanta,Jan 10,Tomato,4796,364,20.580706960288808,1.2291436154162512
40,Atlanta,Jan 10,Kiwi,4030,315,6.557688756380231,1.9812724830815571
41,Atlanta,Jan 10,Tomato,4796,105,20.601622677827255,2.899464981525671
42,Atlanta,Jan 10,Grapes,4272,295,9.394871154939757,2.0880438177380714
43,Atlanta,Jan 10,Eggplant,4081,429,10.30688832430169,2.246437773294747
44,Atlanta,Jan 10,Apple (Fuji),4131,269,14.268322421330959,2.5128567823674532
45,Atlanta,Jan 10,Tomato,4796,434,18.022509317612275,1.8528203495778144
46,Atlanta,Jan 10,Pear,4412,152,8.320500941341743,3.1292664885520938
47,Atlanta,Jan 10,Eggplant,4081,452,15.507287125382573,2.986514388304204
48,Atlanta,Jan 10,Tomato,4796,296,7.498961517494172,3.1645463471184487
49,Atlanta,Jan 10,Apple (Fuji),4131,228,13.1094129123725,2.3899022000376138
50,Atlanta,Jan 10,Onion,4159,211,3.8884097185451543,0.8841216177213937
51,Atlanta,Jan 10,Eggplant,4081,447,12.965802995115519,3.2314618287025954
52,Atlanta,Jan 10,Peach,4404,427,8.02006570249796,2.745321633771528
53,Atlanta,Jan 10,Pear,4412,216,10.976853869110347,0.8372360567562283
54,Atlanta,Jan 10,Peach,4404,418,12.477651756163688,3.009622860362288
55,Atlanta,Jan 10,Cucumber,4062,301,16.127343312976883,2.496535061055329
56,Atlanta,Jan 10,Blueberries,4240,355,17.873882152792067,0.5587967112776824
57,Atlanta,Jan 10,Tomato,4796,138,19.273247311171147,1.9824189133476469
58,Atlanta,Jan 10,Lychee,4309,405,8.492630903562532,1.9531257991446185
59,Atlanta,Jan 10,Grapes,4272,484,20.200944106979296,2.7210640179226178
60,Atlanta,Jan 10,Apple (Fuji),4131,397,8.225341458246113,2.692369734705426
61,Atlanta,Jan 10,Apple (Gala),4134,241,9.267582047870384,1.9963556148111823
62,Atlanta,Jan 10,Onion,4159,494,7.341883740527556,3.2492799711879345
63,Atlanta,Jan 10,Apple (Fuji),4131,406,21.222802965389565,2.6909965733764696
64,Atlanta,Jan 10,Mushroom,4650,211,4.263387560006231,3.296384283353109
65,Atlanta,Jan 10,Pear,4412,130,17.423609976051377,2.4282730059465396
66,Atlanta,Jan 10,Pear,4412,173,20.970429252553732,2.124308391893283
67,Atlanta,Jan 10,Corn,4078,335,20.694191605085507,3.0449847572715956
68,Atlanta,Jan 10,Strawberries,4323,471,15.283404091512786,1.3073653160361574
69,Atlanta,Jan 10,Lychee,4309,264,20.642220893129707,0.9889732501585968
70,Atlanta,Jan 10,Lychee,4309,234,9.125712197367102,0.6061785649042577
71,Atlanta,Jan 10,Pear,4412,203,16.97098534316756,2.9802974572638052
72,Atlanta,Jan 10,Tomato,4796,499,16.6594821611885,0.6294245937140659
73,Atlanta,Jan 10,Lychee,4309,306,9.633071763115005,0.6241350267198869
74,Atlanta,Jan 10,Peach,4404,412,15.823770992644132,1.3059901973581873
75,Atlanta,Jan 10,Apple (Gala),4134,367,17.771977807115764,2.9383406797540377
76,Atlanta,Jan 10,Blueberries,4240,399,10.261792280012742,2.5747179226716983
77,Atlanta,Jan 10,Tomato,4796,244,2.4086388263385743,0.9462629809975625
78,Atlanta,Jan 10,Lemon,4958,133,7.388845793437214,0.5998530845507049
79,Atlanta,Jan 10,Cucumber,4062,451,9.754742799839006,1.752251355163753
80,Atlanta,Jan 10,Lemon,4958,308,16.116212152270602,1.204900931636803
81,Atlanta,Jan 10,Lychee,4309,426,8.72726046810858,0.707444367883727
82,Atlanta,Jan 10,Blueberries,4240,258,17.191036962578075,2.576880058285315
83,Atlanta,Jan 10,Tomato,4796,326,13.577046866295861,2.322886076010764
84,Atlanta,Jan 10,Strawberries,4323,364,3.959556957194582,1.5398165338672698
85,Atlanta,Jan 10,Apple (Gala),4134,427,12.66699834363535,3.1313648140756416
86,Atlanta,Jan 10,Tomato,4796,318,5.197775428369642,2.9616518600494603
87,Atlanta,Jan 10,Strawberries,4323,388,16.40730442143977,1.262033457995858
88,Atlanta,Jan 10,Lychee,4309,145,10.782836654270069,2.775322687881999
89,Atlanta,Jan 10,Lychee,4309,214,5.671071745967493,2.50254701533122
90,Atlanta,Jan 10,Avocado,4225,455,17.21464586942457,1.5718246909207665
91,Atlanta,Jan 10,Avocado,4225,418,2.7659672329202296,1.634974400117062
92,Atlanta,Jan 10,Onion,4159,463,2.4141526312567296,1.6669473325717263
93,Atlanta,Jan 10,Onion,4159,473,11.152955391211437,2.62837116799783
94,Atlanta,Jan 10,Corn,4078,382,6.250161753548309,2.9762489411048594
95,Atlanta,Jan 10,Corn,4078,295,10.445889610098675,1.8380268773296848
96,Atlanta,Jan 10,Lychee,4309,203,13.32099675643258,1.3225640786229633
97,Atlanta,Jan 10,Apricot,3302,348,3.4995806597173216,2.376736139599234
98,Atlanta,Jan 10,Eggplant,4081,450,10.232336616842076,2.013830269756727
99,Atlanta,Jan 10,Orange,4012,239,19.303043689066545,0.7129568914650009
100,Atlanta,Jan 10,Eggplant,4081,117,16.970014960598203,1.5965720653301105
101,Atlanta,Jan 10,Tomato,4796,290,3.3390877923928204,3.2553074696450497
102,Atlanta,Jan 10,Blueberries,4240,135,7.011050743190572,0.8276379458373413
103,Atlanta,Jan 10,Cucumber,4062,367,4.215518770832569,2.7517988390871326
104,Atlanta,Jan 10,Onion,4159,427,12.477589645003901,3.119716985453852
105,Atlanta,Jan 10,Cucumber,4062,267,16.11119287167676,2.807696939632297
106,Atlanta,Jan 10,Blueberries,4240,273,14.039321511797608,1.6372458367375657
107,Atlanta,Jan 10,Lemon,4958,446,18.509838622109967,3.0633120307582433
108,Atlanta,Jan 10,Apple (Gala),4134,190,18.687963078822943,2.150474916689564
109,Atlanta,Jan 10,Apple (Gala),4134,254,2.730322522064671,1.9885939179337586
110,Atlanta,Jan 10,Onion,4159,295,19.158527053985747,3.232385344000068
111,Atlanta,Jan 10,Apricot,3302,211,6.331262820726261,0.6199582084780559
112,Atlanta,Jan 10,Kiwi,4030,364,10.546466631116346,3.2237667636480185
113,Atlanta,Jan 10,Lychee,4309,463,2.362540396535769,1.9615963304066102
114,Atlanta,Jan 10,Apple (Gala),4134,111,9.317963727423923,2.2951266167918223
115,Atlanta,Jan 10,Kiwi,4030,326,9.479593040421605,1.429726380459033
116,Atlanta,Jan 10,Tomato,4796,277,3.54373110504821,1.4320693816524
117,Atlanta,Jan 10,Kiwi,4030,355,8.73297331640497,1.0269349150592462
118,Atlanta,Jan 10,Apricot,3302,423,6.5119457519613215,0.9106855163816363
119,Atlanta,Jan 10,Kiwi,4030,436,13.064126288751142,2.9316189409117217
120,Atlanta,Jan 10,Apple (Fuji),4131,355,8.664467491628603,2.159890809748322
121,Atlanta,Jan 10,Mushroom,4650,388,6.16922913286835,2.571324742585421
122,Atlanta,Jan 10,Blueberries,4240,109,12.800398339657114,1.375030019856058
123,Atlanta,Jan 10,Apricot,3302,261,13.018451093509794,1.721780449571088
124,Atlanta,Jan 10,Mushroom,4650,328,2.775888210255653,2.0609059631358835
125,Atlanta,Jan 10,Pear,4412,269,4.8375392716843635,1.5583278135280125
126,Atlanta,Jan 10,Apple (Fuji),4131,150,20.233979701949284,0.9471588232088834
127,Atlanta,Jan 10,Apple (Fuji),4131,444,10.71337563241832,2.8278744752286005
128,Atlanta,Jan 10,Corn,4078,271,13.153927726577969,2.901564028009307
129,Atlanta,Jan 10,Cucumber,4062,404,13.19726095814258,1.4863844709005207
130,Atlanta,Jan 10,Strawberries,4323,481,7.794470833800734,2.317716858768836
131,Atlanta,Jan 10,Apple (Fuji),4131,342,6.060405245330185,3.112906021077652
132,Atlanta,Jan 10,Strawberries,4323,490,13.108646630402655,3.2031400129315446
133,Atlanta,Jan 10,Peach,4404,298,16.655944240745157,2.143501660099719
134,Atlanta,Jan 10,Kiwi,4030,270,5.979423103528098,3.1491783631616275
135,Atlanta,Jan 10,Onion,4159,257,19.8465386913158,2.9544988929526883
136,Atlanta,Jan 10,Lychee,4309,285,16.08298532795161,1.663373515487183
0,Atlanta,Jan 11,Apricot,3302,151,21.71448952932842,2.8904393634991723
1,Atlanta,Jan 11,Peach,4404,102,10.994315748848022,1.5580182956298814
2,Atlanta,Jan 11,Apple (Gala),4134,135,3.4693457419052725,2.031978193856776
3,Atlanta,Jan 11,Cucumber,4062,258,17.311182018509136,1.6513357134070248
4,Atlanta,Jan 11,Blueberries,4240,370,17.672886862326415,1.0070199229056016
5,Atlanta,Jan 11,Peach,4404,254,16.067054172744974,2.014743170421571
6,Atlanta,Jan 11,Corn,4078,377,6.457070632185787,2.7794219644973057
7,Atlanta,Jan 11,Cucumber,4062,198,12.730383213236928,1.6633620441542007
8,Atlanta,Jan 11,Strawberries,4323,266,3.137666492117569,2.633097997470759
9,Atlanta,Jan 11,Lychee,4309,310,8.137407462764532,1.0305458871996962
10,Atlanta,Jan 11,Apple (Gala),4134,401,19.000200221734122,1.3846650482853875
11,Atlanta,Jan 11,Onion,4159,304,11.036492195213215,1.631863758910913
12,Atlanta,Jan 11,Peach,4404,448,14.959372342238204,2.606816535885446
13,Atlanta,Jan 11,Onion,4159,267,12.373102386947723,1.143479581468273
